Property_Address,Tax_Year,Property_Class,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Sale_Price
266 E 157TH ST,2006,201,,,,,,,,,,,,-87.6407925,41.60434650000001,25100
4849 N CENTRAL AV,2010,295,1-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1306.0,2421.0,41.0,-87.62979820000002,41.8781136,144900
504  LAKE SHORE DR PALATINE,2018,211,2.0,16.0,8.0,2.0,0.0,1.0,2.0,1.0,4537.0,4695.0,25.0,-88.06591792,42.11907118,402500
2634 W BELDEN AVE,2003,211,2-story,10.0,5.0,Slab basement,0.0,No,2.0,0.0,1898.0,3125.0,111.0,-87.69425240000002,41.9231786,319900
4347 S CAMPBELL AVE,2004,211,2-story,5.0,3.0,Slab basement,0.0,No,2.0,0.0,1680.0,3224.0,91.0,-87.6867913,41.8142624,224795
7234 W NORTH AVE ELMWOOD PARK,2018,299,,,,,,,1.0,,,23362.0,10.0,-87.80780129,41.90916997,87000
4520 S CALIFORNIA AVE,2010,211,2-story,6.0,4.0,Full basement,0.0,No,2.0,0.0,1764.0,3150.0,85.0,-87.6945231,41.8112324,145000
6445 N GREENVIEW AVE,2003,211,3-story,18.0,6.0,Full basement,0.0,No,3.0,0.0,5961.0,4305.0,83.0,-87.6676105,41.999407,575000
2345 184TH PL,2010,234,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1453.0,8120.0,40.0,-87.5602302,41.56004229999999,115000
6262 EDGEBROOK LN E,2013,295,2-story,8.0,2.0,Full basement,0.0,Yes,2.0,1.0,1548.0,3287.0,13.0,-87.89349759999998,41.7767908,341000
2421 W WARREN BLVD  1,2010,299,,,,,,,,,,,,-87.68734609999998,41.88182310000001,185000
140  WEATHERSTONE RD BARRINGTON,2018,278,2.0,11.0,4.0,1.0,2.0,1.0,3.0,1.0,2954.0,39988.0,25.0,-88.10129065,42.15248196,412000
4131  WILLIAMSBURG CT GLENVIEW,2018,299,,,,,,,1.0,,,125888.0,10.0,-87.86017288,42.06712522,700000
17080 BONNIE TRAILWEST,2004,278,2-story,8.0,4.0,Partial basement,1.0,Yes,2.0,1.0,2697.0,7800.0,16.0,-87.7535368,41.58013029999999,315000
5501  CARRIAGE WAY DR ROLLING MEADOWS,2018,299,,,,,,,1.0,,,190000.0,10.0,-88.01335046,42.05569658,85000
5351 N LATROBE AV,2003,207,2-story,4.0,3.0,Full basement,1.0,No,1.0,0.0,1243.0,2340.0,65.0,-87.7585161,41.9782292,268000
7310  LAKE ST MORTON GROVE,2018,234,4.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,1066.0,6765.0,61.0,-87.80918821,42.04508226,224000
2  WOODCREST LN ELK GROVE VILLAGE,2018,203,1.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,1291.0,8612.0,56.0,-87.98034670000001,42.02602651,161000
1018  MAIN ST EVANSTON,2018,299,,,,,,,1.0,,,19526.0,10.0,-87.68622454,42.03377252,250000
3442 N HAMLIN,2010,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,892.0,3125.0,104.0,-87.7226682,41.9440785,185000
2241 S HOME AV,2009,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1080.0,4290.0,87.0,-87.79366850000002,41.8505874,150000
2239 N KEELER,2006,202,1-story,8.0,3.0,Full basement,0.0,No,2.0,0.0,981.0,3150.0,103.0,-87.73131540000001,41.92192960000001,309250
600 N LAKE SHORE DRIVE,2011,299,,,,,,,,,,,,-87.6157068,41.892964,1453500
425 WILDWOOD DR,2004,203,?,6.0,4.0,Slab basement,0.0,No,2.0,0.0,1320.0,7200.0,49.0,-87.6982277,41.4902981,113000
4812 W CONCORD PLACE,2007,204,2-story,6.0,4.0,Full basement,2.0,No,2.0,0.0,2248.0,3125.0,103.0,-87.7465155,41.9107363,275000
3846 N HERMITAGE,2005,278,2-story,11.0,4.0,Full basement,0.0,Yes,3.0,1.0,2860.0,3125.0,10.0,-87.67285720000002,41.9519506,1085000
1840 S 12TH AVE,2011,204,?,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,1814.0,5333.0,83.0,-87.8473976,41.8697863,115000
10  REDWOOD CT STREAMWOOD,2018,207,2.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1599.0,7797.0,28.0,-88.15658423,42.01946475,180000
28  ASHBURN CT SCHAUMBURG,2018,299,,,,,,,1.0,,,2732537.0,10.0,-88.15138365,42.02494101,149900
5250 N LINCOLN 3D,2015,299,,,,,,,,,,,,-87.6928372,41.97745870000001,305000
1832 N LINCOLN 1R,2006,299,,,,,,,,,,,,-87.6355843,41.9156752,214000
14533 S LEAVITT,2003,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,999.0,3150.0,41.0,-87.67030720000002,41.6251045,68145
8713  CALLIE AVE MORTON GROVE,2018,211,2.0,10.0,5.0,1.0,0.0,2.0,3.0,0.0,1984.0,4712.0,88.0,-87.78332639,42.03957137,328000
6908 S PERRY,2012,299,,,,,,,,,,,,-87.6285292,41.7687656,159900
5204 N OSCEOLA,2007,203,2-story,8.0,4.0,Partial basement,1.0,Yes,2.0,1.0,2144.0,5080.0,70.0,-87.8135403,41.9746426,410000
8230  CENTRAL AVE MORTON GROVE,2018,203,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1152.0,2675.0,57.0,-87.76728874,42.03120049,175000
2534 LAKESHORE DR,2003,234,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1390.0,10363.0,15.0,-87.5548623,41.5379698,159900
117  LELA LN SCHAUMBURG,2018,203,1.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,1518.0,10010.0,42.0,-88.10544168,42.02356863,274500
3925  TRIUMVERA DR GLENVIEW,2018,299,,,,,,,1.0,,,36315.0,10.0,-87.85378229999998,42.0683301,64051
9612 S TRUMBULL,2008,205,2-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1166.0,6460.0,67.0,-87.7081887,41.7185114,197000
42 S WILLOW LN,2004,202,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,1.0,993.0,8174.0,44.0,-87.60183909999998,41.5450024,124000
305 S DEE RD PARK RIDGE,2018,203,1.0,6.0,3.0,3.0,1.0,2.0,1.0,0.0,1234.0,6250.0,63.0,-87.85496072,42.00653763,270000
18743 WALTER ST,2010,202,1-story,4.0,2.0,crawlspace,0.0,No,1.0,0.0,810.0,20086.0,53.0,-87.5357413,41.55499810000001,105000
16831 WAUSAU AVE,2005,234,multilevel,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1075.0,7300.0,44.0,-87.61111679999998,41.588573,162000
343  CHALARY CT PALATINE,2018,208,2.0,12.0,5.0,1.0,1.0,1.0,3.0,1.0,4000.0,11943.0,15.0,-88.06477162,42.11670259,565000
4095  SUNSET LN NORTHBROOK,2018,209,2.0,14.0,5.0,1.0,2.0,1.0,5.0,2.0,6372.0,38800.0,7.0,-87.88002906,42.14397612,1500000
22  MUSTANG CT STREAMWOOD,2018,207,2.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,1840.0,8050.0,24.0,-88.206797,42.02437003,1
3351 S ASHLAND,2013,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1232.0,3100.0,115.0,-87.6652893,41.8326954,156500
1377  EVERGREEN CT PALATINE,2018,299,,,,,,,1.0,,,441387.0,10.0,-88.0108798,42.12879799,151000
8115 S JUSTINE STREET,2014,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1196.0,4000.0,80.0,-87.6617928,41.7462089,160000
4572 N SAPPHIRE DR HOFFMAN ESTATES,2018,295,2.0,5.0,3.0,1.0,0.0,1.0,2.0,1.0,1615.0,4447.0,26.0,-88.11885854,42.10646841,195000
1734 W 90TH PL,2007,203,1-story,6.0,3.0,Partial basement,0.0,No,1.0,0.0,1380.0,4158.0,80.0,-87.6665703,41.7295135,190000
822 W BUCKINGHAM,2006,211,2-story,17.0,8.0,Slab basement,0.0,Yes,4.0,0.0,3264.0,3100.0,105.0,-87.65030870000002,41.9428915,985000
7123 DOBSON,2007,207,2-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1184.0,3750.0,60.0,-87.5991287,41.7652335,225000
1924  POPLAR AVE HANOVER PARK,2018,234,4.0,5.0,3.0,3.0,0.0,2.0,1.0,1.0,1027.0,8280.0,52.0,-88.15205271,42.00122686,96000
5933 W HENDERSON ST,2005,203,1-story,5.0,3.0,Full basement,1.0,No,1.0,0.0,1264.0,4536.0,57.0,-87.7751995,41.9410001,333000
1005  DICKENS WAY SCHAUMBURG,2018,211,3.0,29.0,11.0,2.0,0.0,2.0,6.0,0.0,6193.0,2236.0,38.0,-88.08448104,42.00865742,565000
5724 W EDDY ST,2005,211,2-story,10.0,4.0,Full basement,1.0,No,2.0,0.0,2392.0,3780.0,79.0,-87.7702412,41.9451254,435000
960  PARKVIEW LN DES PLAINES,2018,203,1.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,1197.0,12572.0,62.0,-87.87578794,42.03661037,195000
420 E WATERSIDE DR,2010,299,,,,,,,,,,,,-87.61608829999999,41.8872189,225000
1216 S 49TH AV,2005,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,1.0,1836.0,3150.0,113.0,-87.74743840000002,41.8652024,180000
4069 E FOREST AV,2005,206,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,0.0,2300.0,8400.0,73.0,-87.9068547,41.81502920000001,692500
1067  ELMWOOD LN ELK GROVE VILLAGE,2018,203,1.0,6.0,3.0,4.0,0.0,2.0,1.0,1.0,1310.0,9900.0,53.0,-87.98593805,42.0011739,179000
500 S CLINTON 512,2008,299,,,,,,,,,,,,-87.64157540000002,41.87508010000001,315000
4355 N LINCOLN 3,2005,299,,,,,,,,,,,,-87.68329720000001,41.9610745,362000
3740 BLANCHAN,2005,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,779.0,5000.0,58.0,-87.86009709999998,41.8222251,267000
1345 N ASHLAND 2S,2008,299,,,,,,,,,,,,-87.66722709999998,41.9064386,250000
5636 W 23RD PL,2015,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1051.0,4250.0,89.0,-87.76569350000003,41.8484598,170000
249  CORNELL AVE DES PLAINES,2018,234,4.0,9.0,4.0,3.0,0.0,1.0,2.0,1.0,1560.0,6600.0,50.0,-87.91352552,42.05676735,265000
7129 S EUCLID,2004,299,,,,,,,,,,,,-87.577749,41.765082,140000
950 W BERWYN AVE,2013,299,,,,,,,,,,,,-87.6544304,41.9787248,630000
10447 W LYNDALE AVE NORTHLAKE,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,3.0,0.0,1548.0,8306.0,7.0,-87.88850178,41.91909115,213000
5020 W CULLOM AVE,2015,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2024.0,3129.0,109.0,-87.75401740000002,41.9590201,380000
201  HAPP RD NORTHFIELD,2018,203,5.0,5.0,2.0,1.0,1.0,1.0,2.0,0.0,1505.0,7050.0,66.0,-87.76621794,42.09682100000001,1
20559 KEELER AVE,2004,203,1-story,6.0,3.0,Full basement,0.0,Yes,1.0,0.0,1316.0,44910.0,44.0,-87.7176272,41.515434,171900
2305  CALWAGNER AVE MELROSE PARK,2018,204,5.0,7.0,4.0,4.0,0.0,1.0,1.0,1.0,1925.0,10164.0,59.0,-87.86694372,41.92097753,105000
1513 S WESLEY AV,2003,203,1-story,4.0,3.0,crawlspace,0.0,No,1.0,0.0,1155.0,6048.0,58.0,-87.79083940000002,41.8592527,175000
1323 JACKSON BLVD,2004,208,2-story,9.0,4.0,Partial basement,2.0,Yes,3.0,1.0,3824.0,13160.0,70.0,-87.81330990000002,41.9040736,832000
2336 W 19TH ST,2006,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,1848.0,3375.0,120.0,-87.6847539,41.8559315,379000
1717 S PRAIRIE 704,2006,299,,,,,,,,,,,,-87.61992099999998,41.858496,400000
1437 ROBINHOOD LN,2010,203,1-story,6.0,4.0,Full basement,1.0,No,1.0,1.0,1431.0,11400.0,51.0,-87.86930290000002,41.8398979,347000
2008 N FREMONT ST,2015,211,3-story,18.0,7.0,Full basement,0.0,No,4.0,0.0,4512.0,1644.0,99.0,-87.65114940000002,41.91846279999999,890000
18550 S TORRENCE 115,2006,299,,,,,,,,,,,,-87.55909100000002,41.5581659,83000
340 E RANDOLPH ST 2001,2008,299,,,,,,,,,,,,-87.6190621,41.8847771,45000
10701 CHURCHILL DR,2004,278,2-story,8.0,3.0,Full basement,0.0,Yes,2.0,1.0,3537.0,10628.0,19.0,-87.8791012,41.58547,435000
15516 DEARBORN ST,2006,203,1-story,7.0,3.0,Partial basement,0.0,Yes,1.0,1.0,1185.0,7560.0,41.0,-87.61913929999999,41.6132884,155000
262 COVE DRIVE,2012,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2646.0,10980.0,13.0,-87.6633918,41.5244367,225000
177  HAZELNUT DR STREAMWOOD,2018,295,2.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1287.0,3216.0,28.0,-88.14959918,42.01809706,102000
2318 HAWTHORNE RD,2006,202,1-story,4.0,2.0,crawlspace,0.0,No,1.0,0.0,836.0,7250.0,54.0,-87.6732733,41.5688508,92000
308 W MADISON STREET,2013,278,2-story,7.0,4.0,Full basement,1.0,Yes,3.0,0.0,2434.0,4464.0,15.0,-87.78327,41.880273,1175000
5909  CHURCH ST MORTON GROVE,2018,202,1.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,797.0,5310.0,64.0,-87.77426390000002,42.04787063,190000
PO BOX 105,2015,299,,,,,,,,,,,,-87.71310179999998,41.5039235,31000
1460  WICKE AVE DES PLAINES,2018,203,1.0,5.0,2.0,4.0,0.0,2.0,1.0,0.0,1017.0,11580.0,62.0,-87.88749524,42.02699105,157000
3118 N 76TH CT ELMWOOD PARK,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1103.0,3840.0,84.0,-87.81805013,41.93690996,125000
6330  LINCOLN AVE MORTON GROVE,2018,299,,,,,,,1.0,,,51785.0,10.0,-87.78549879,42.03695136,1
2013 W. EVERGREEN,2007,299,,,,,,,,,,,,-87.67785699999997,41.9057245,542000
3620 S HONORE ST,2003,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,840.0,3000.0,119.0,-87.6718095,41.8279282,170000
1875 N HOWE 2R,2004,299,,,,,,,,,,,,-87.6445569,41.9159848,260000
3950 N LAKESHORE DR,2006,299,,,,,,,,,,,,-87.6458946,41.9541798,215000
9836 S SAYRE,2006,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,624.0,5440.0,54.0,-87.7943548,41.7123731,39000
6042 S TRIPP,2010,202,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,874.0,3780.0,86.0,-87.72920040000002,41.7827644,92000
7612  MANCHESTER MANOR  HANOVER PARK,2018,295,2.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1386.0,1587.0,41.0,-88.13020848,42.00889055,150000
3800 N LAKE SHORE DR 1,2015,299,,,,,,,,,,,,-87.64550899999998,41.9526534,274900
155 N HARBOR DR,2003,299,,,,,,,,,,,,-87.614999,41.884915,210000
6024 S HERMITAGE,2004,202,1-story,8.0,2.0,Full basement,0.0,No,2.0,0.0,882.0,3100.0,87.0,-87.668198,41.7841121,95000
11354 LONGWOOD CIRCLE,2010,278,2-story,7.0,3.0,Full basement,1.0,Yes,2.0,1.0,2715.0,6044.0,1.0,-87.89529920000003,41.5724913,359000
3837 S LOMBARD,2003,203,1-story,5.0,3.0,Full basement,0.0,No,2.0,0.0,1083.0,4130.0,46.0,-87.777467,41.8219808,192000
68  MARGATE CT SCHAUMBURG,2018,299,,,,,,,1.0,,,1159725.0,10.0,-88.07316963,42.02498236,140000
1263  WYNDHAM LN PALATINE,2018,299,,,,,,,1.0,,,588818.0,10.0,-88.01130353,42.13694009,83000
412 RUTLEDGE ST,2007,234,multilevel,5.0,3.0,Partial basement,0.0,No,1.0,1.0,1121.0,7500.0,53.0,-87.67641259999998,41.5035453,160000
260  LYNN DR PALATINE,2018,299,,,,,,,1.0,,,218448.0,10.0,-88.04973580000002,42.12417322,110000
1720  OAK AVE EVANSTON,2018,299,,,,,,,1.0,,,116985.0,10.0,-87.68766855,42.04953451,230000
111  BRENTWOOD TRL ELGIN,2018,278,2.0,7.0,3.0,3.0,0.0,1.0,2.0,1.0,2399.0,13911.0,20.0,-88.23379511,42.03867044,257500
2717  NORMA CT GLENVIEW,2018,234,4.0,7.0,3.0,3.0,0.0,1.0,1.0,1.0,1248.0,10008.0,54.0,-87.82608672,42.0602936,364000
1008  BAYSIDE DR PALATINE,2018,299,,,,,,,1.0,,,858478.0,10.0,-88.00774132,42.13429815,132500
2219 W SHAKESPEARE,2004,278,2-story,7.0,4.0,Full basement,2.0,Yes,3.0,1.0,2108.0,2400.0,13.0,-87.6834081,41.92048270000001,875000
518 W WRIGHTWOOD ST,2004,299,,,,,,,,,,,,-87.6423182,41.930645,264000
903  MIDWAY RD NORTHBROOK,2018,234,4.0,6.0,3.0,3.0,0.0,1.0,1.0,1.0,1172.0,7224.0,61.0,-87.79616521,42.13589007,261000
3240 CHESTNUT DR,2007,295,2-story,5.0,2.0,Full basement,0.0,Yes,1.0,1.0,1396.0,926.0,30.0,-87.695629,41.53676,182000
5445 S MEADE,2005,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,804.0,6650.0,69.0,-87.7742963,41.79305460000001,228000
130 N GARLAND CT 3003,2014,299,,,,,,,,,,,,-87.6258042,41.8840066,900000
625  DUNSTEN CIR NORTHBROOK,2018,295,2.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,1837.0,4287.0,37.0,-87.84675607,42.14136368,291500
410  WESTERN AVE DES PLAINES,2018,299,,,,,,,1.0,,,24446.0,10.0,-87.89586384,42.04561368,212000
3851 W 65TH ST,2004,203,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1056.0,3750.0,54.0,-87.71974370000002,41.77484060000001,200000
16325 CLARK LN,2003,203,1-story,6.0,3.0,Slab basement,0.0,Yes,1.0,0.0,1144.0,7068.0,43.0,-87.77950390000002,41.5939837,202000
1335 S 58TH AV,2004,211,2-story,10.0,4.0,Full basement,0.0,No,3.0,0.0,3155.0,4725.0,93.0,-87.7688574,41.86243620000001,285000
4258 N GREENVIEW 1C,2006,299,,,,,,,,,,,,-87.668077,41.95957,210000
517 S FAIRVIEW AVE PARK RIDGE,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,3348.0,8600.0,18.0,-87.8339137,42.00438401,825000
5830 W LAWRENCE 1C,2004,299,,,,,,,,,,,,-87.773558,41.967976,85000
7510 W 109TH PL,2005,204,1-story,8.0,3.0,crawlspace,1.0,Yes,2.0,0.0,1903.0,11840.0,54.0,-87.8053409,41.6925889,234000
1476  PERRY ST DES PLAINES,2018,299,,,,,,,1.0,,,66380.0,10.0,-87.88738999,42.04407112,155000
78 S STONINGTON DR PALATINE,2018,299,,,,,,,1.0,,,674826.0,10.0,-88.01523123,42.10700364,1
7527 W CARMEN AVE HARWOOD HEIGHTS,2018,278,2.0,8.0,4.0,1.0,2.0,1.0,3.0,1.0,2296.0,3720.0,6.0,-87.81536336,41.97225471,279000
1515 E CENTRAL RD ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,1458519.0,10.0,-87.96490851,42.06395108,183000
3842 N PANAMA,2014,204,?,6.0,3.0,Partial basement,0.0,Yes,1.0,1.0,2074.0,3720.0,81.0,-87.82955079999998,41.9498595,280000
1833  GROVE AVE SCHAUMBURG,2018,299,,,,,,,1.0,,,1515372.0,10.0,-88.12593765,41.99430706,174000
8645 S MANSFIELD,2006,234,multilevel,7.0,4.0,Full basement,1.0,No,3.0,1.0,1613.0,9400.0,10.0,-87.766378,41.73469779999999,350000
1222  DEPOT ST GLENVIEW,2018,299,,,,,,,1.0,,,60868.0,10.0,-87.80608787,42.07696745,340000
834 W VILLAGE COURT,2014,295,3-story,5.0,2.0,Slab basement,1.0,Yes,2.0,1.0,1722.0,1181.0,7.0,-87.64806290000001,41.861614,507500
2339 N LONG AV,2003,212,2-story,12.0,6.0,Slab basement,0.0,No,2.0,0.0,2860.0,4763.0,23.0,-87.76073609999997,41.923409,320000
2205 N LEAMINGTON,2003,211,?,9.0,5.0,Full basement,0.0,No,2.0,0.0,2175.0,3780.0,88.0,-87.7545477,41.920689,224750
8335 S THOMAS,2004,204,1-story,6.0,3.0,crawlspace,0.0,No,1.0,0.0,1967.0,8212.0,29.0,-87.80422159999998,41.7500323,228000
245  COLUMBIA AVE PARK RIDGE,2018,205,2.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1760.0,5744.0,90.0,-87.82601623,42.00281396,525000
7434 N KEELER AVE SKOKIE,2018,203,1.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,1138.0,5843.0,63.0,-87.73363448,42.01643515,240000
4102 N WOLCOTT AVE 2,2014,295,1-story,4.0,2.0,Full basement,0.0,No,1.0,1.0,846.0,2696.0,55.0,-87.6765911,41.9562693,155000
654 E 50TH PL,2006,210,2-story,10.0,6.0,Full basement,0.0,No,2.0,0.0,2162.0,2496.0,110.0,-87.60924399999998,41.803378,375000
325  ABBOTTSFORD RD KENILWORTH,2018,209,2.0,11.0,5.0,1.0,6.0,1.0,4.0,1.0,6510.0,22400.0,13.0,-87.71296186,42.08766083,4500000
5320 S MASON AV,2013,278,2-story,8.0,4.0,Full basement,1.0,Yes,3.0,1.0,2808.0,3483.0,1.0,-87.7712022,41.795616,380000
145 WASHINGTON AVE,2004,202,1-story,3.0,2.0,Full basement,0.0,No,1.0,1.0,713.0,4375.0,77.0,-87.8607876,41.81462979999999,135000
1870 W SURREY PARK LN ARLINGTON HEIGHTS,2018,299,,,,,,,1.0,,,499193.0,10.0,-88.0045827,42.05892487,139900
2433 N 77TH CT ELMWOOD PARK,2018,299,,,,,,,1.0,,,12500.0,10.0,-87.81935990000002,41.92460335,129500
238  LEE ST EVANSTON,2018,299,,,,,,,1.0,,,16513.0,10.0,-87.67456482,42.03539311,244000
2639 W PRATT BLVD,2010,203,1-story,6.0,3.0,Full basement,0.0,Yes,1.0,1.0,1420.0,6160.0,57.0,-87.6965145,42.0046887,268000
7923 S CARPENTER ST,2003,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2272.0,3250.0,102.0,-87.6498083,41.74981270000001,155000
8640  WAUKEGAN RD MORTON GROVE,2018,299,,,,,,,1.0,,,15557.0,10.0,-87.80028908,42.03872151,140000
9726 S INDIANA,2004,234,multilevel,7.0,4.0,Partial basement,0.0,No,2.0,0.0,960.0,4830.0,45.0,-87.6192068,41.7172793,108750
327 W 24TH PL,2010,209,2-story,11.0,5.0,Partial basement,1.0,Yes,4.0,2.0,5400.0,3325.0,4.0,-87.6356958,41.8480319,975000
739 W WELLINGTON AVE 1,2010,299,,,,,,,,,,,,-87.6483308,41.936285,177500
131  JULIE LN GLENVIEW,2018,207,2.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1774.0,8635.0,57.0,-87.81957721,42.05850417,270000
12043 S EGGLESTON,2003,205,2-story,6.0,4.0,Full basement,1.0,No,2.0,0.0,1570.0,5535.0,72.0,-87.63309129999998,41.6747664,97000
700  DUNBARTON DR INVERNESS,2018,209,2.0,12.0,6.0,1.0,2.0,1.0,4.0,1.0,6268.0,58152.0,15.0,-88.13512096,42.12155756,1250000
8601 S KENTON,2005,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1336.0,4250.0,51.0,-87.73586479999999,41.73629570000001,242000
7335 W PENSACOLA AVE NORRIDGE,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1141.0,4340.0,57.0,-87.81147677,41.95875433,166000
505 N LAKE SHORE DR214,2004,299,,,,,,,,,,,,-87.6126441,41.8914895,622950
705 FITZHENRY CT,2004,234,multilevel,7.0,3.0,Partial basement,0.0,No,1.0,1.0,1367.0,7820.0,34.0,-87.62914609999999,41.5583986,139900
960  DES PLAINES RIVER RD DES PLAINES,2018,299,,,,,,,1.0,,,38126.0,10.0,-87.88278745,42.0359466,164000
400  NORTHVIEW LN HOFFMAN ESTATES,2018,203,1.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1510.0,10165.0,50.0,-88.0895221,42.06398574,231000
2875 87TH ST,2005,299,,,,,,,,,,,,-88.01481009999998,41.72884310000001,214000
2538  WELLINGTON CT EVANSTON,2018,299,,,,,,,1.0,,,220466.0,10.0,-87.72844253,42.06334056,1
3836 N CENTRAL PK,2006,211,2-story,16.0,8.0,Full basement,0.0,No,3.0,0.0,2396.0,4199.0,100.0,-87.71794240000001,41.9512727,515000
2949 ALEXANDER CR,2004,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2298.0,13177.0,30.0,-87.6891025,41.5336364,319000
1311  ASBURY AVE WINNETKA,2018,206,2.0,7.0,4.0,3.0,1.0,1.0,2.0,1.0,2456.0,7950.0,95.0,-87.75300118,42.11840132,870000
2602  PARK PL EVANSTON,2018,206,2.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,2279.0,7500.0,110.0,-87.70935435,42.06628393,450000
6123 N HARLEM AVE,2011,299,,,,,,,,,,,,-87.8065507,41.9927748,80000
7122 S ST LAWRENCE,2008,211,2-story,18.0,9.0,Full basement,0.0,No,3.0,0.0,4766.0,6200.0,84.0,-87.61067320000002,41.7650946,180000
474 N LAKE SHORE 2304,2006,299,,,,,,,,,,,,-87.61465159999999,41.8907856,279900
480 N MCCLURG CT 314,2005,299,,,,,,,,,,,,-87.618133,41.8902845,178000
1341 IMPERIAL AVE,2004,203,1-story,5.0,3.0,Slab basement,0.0,No,1.0,1.0,1147.0,5800.0,45.0,-87.5450517,41.59613,117500
2617 W EVERGREEN,2013,299,,,,,,,,,,,,-87.692792,41.905441,299000
2537 N LOWELL AVE,2005,211,2-story,12.0,3.0,Full basement,0.0,No,2.0,0.0,2350.0,3528.0,87.0,-87.735134,41.9273238,335000
4414 N MALDEN 1S,2007,299,,,,,,,,,,,,-87.6626217,41.9622182,373000
85  MARBLE HILL CT SCHAUMBURG,2018,299,,,,,,,1.0,,,1159725.0,10.0,-88.07316963,42.02498236,168000
5833 S KILDARE,2005,202,1-story,3.0,2.0,Full basement,0.0,No,1.0,0.0,758.0,3500.0,88.0,-87.72983470000001,41.7866571,165000
1132  LEAWOOD DR ELGIN,2018,203,1.0,5.0,3.0,2.0,0.0,1.0,1.0,0.0,1134.0,7590.0,40.0,-88.24740398,42.04503082,1
8022 N OTTAWA AVE NILES,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1241.0,5360.0,60.0,-87.81785262,42.02672103,227000
3239 S 50TH AV,2004,203,1-story,5.0,2.0,Full basement,0.0,Yes,2.0,0.0,2376.0,3600.0,28.0,-87.7482836,41.8333726,270000
10  MAPLE HILL RD GLENCOE,2018,203,1.0,10.0,5.0,1.0,3.0,1.0,3.0,2.0,5544.0,26076.0,44.0,-87.75381355,42.14355111,3600000
1757 N PAVLINA APT K,2003,299,,,,,,,,,,,,-87.6695814,41.9140292,580000
1255  EVERGREEN AVE DES PLAINES,2018,295,3.0,7.0,3.0,2.0,0.0,1.0,2.0,1.0,2162.0,1309.0,7.0,-87.89268369,42.04707756,315888
2132 W 115TH ST,2004,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,1.0,1344.0,6645.0,82.0,-87.6749297,41.6842551,225000
